date,age,height_cm,body_weight_kg,training_experience_months,sleep_hours,sleep_quality,stress_level,muscle_soreness,days_since_last_training_same_muscle,last_meal_calories,last_meal_carbs_g,last_meal_protein_g,last_meal_fat_g,minutes_since_last_meal,water_before_workout_ml,caffeine_mg,exercise,weight_lifted_kg,set_number,previous_session_reps,recent_average_reps,actual_reps,performance_class,readiness_score
2026-10-19,33,160.0,75.3,110,6.8,3,1,1,6,1092,138.5,32.9,45.2,137,140,300,Barbell Row,53.0,1,6,6.1,9,Above Normal,80.2
2026-10-20,26,158.4,71.0,105,7.0,3,5,2,2,487,48.2,41.1,14.4,231,276,100,Overhead Press,39.7,2,13,11.6,12,Normal,37.8
2026-10-21,30,177.3,79.5,107,6.6,3,3,1,1,640,68.1,28.3,28.3,57,678,0,Overhead Press,42.6,4,6,4.4,4,Normal,64.3
2026-10-22,21,169.7,91.8,62,7.7,3,5,2,1,858,100.1,58.0,25.1,59,494,300,Squat,102.2,5,10,9.7,10,Normal,46.9
2026-10-23,23,166.8,71.5,107,6.2,2,1,1,6,438,44.6,18.4,20.7,154,521,0,Barbell Row,67.8,3,12,10.5,10,Normal,65.3
2026-10-24,30,174.4,61.2,57,6.8,3,3,4,7,775,115.9,39.7,17.0,330,1174,300,Squat,74.2,5,10,9.4,5,Below Normal,49.8
2026-10-25,37,180.5,80.5,10,4.4,1,3,3,2,1012,98.9,46.0,48.0,129,768,80,Lat Pulldown,41.5,4,17,15.9,15,Normal,47.0
2026-10-26,29,161.9,71.4,24,8.9,4,1,4,7,941,132.3,30.3,32.3,338,1121,0,Deadlift,74.3,4,14,15.1,13,Below Normal,77.0
2026-10-27,33,171.0,73.8,33,6.8,2,4,5,4,274,32.0,26.9,5.0,293,859,50,Overhead Press,35.6,5,16,13.1,10,Below Normal,36.6
2026-10-28,32,188.6,71.9,46,7.5,3,5,4,2,594,56.8,33.9,25.7,123,387,200,Lat Pulldown,43.3,1,9,8.2,10,Above Normal,57.3
2026-10-29,25,165.3,107.4,113,8.6,4,3,3,3,250,23.7,47.2,5.0,98,1428,150,Deadlift,115.9,2,11,15.3,15,Normal,77.0
2026-10-30,25,182.8,45.0,40,7.3,4,2,2,2,766,91.0,27.5,32.4,302,767,50,Barbell Row,54.3,3,15,12.0,14,Above Normal,67.9
2026-10-31,29,170.6,70.6,74,8.6,3,4,4,6,526,57.6,19.0,24.4,277,1271,80,Deadlift,134.2,4,8,8.1,6,Below Normal,58.1
2026-11-01,18,179.9,75.9,33,5.6,1,2,3,2,1010,103.2,52.3,43.1,234,235,50,Overhead Press,42.3,5,10,10.6,10,Normal,50.7
2026-11-02,37,184.9,65.1,78,9.6,4,2,4,2,399,58.8,41.0,5.0,353,1290,200,Squat,80.7,1,12,12.9,12,Normal,76.2
2026-11-03,35,181.7,88.6,69,8.2,4,4,1,6,974,113.4,50.1,35.6,54,1103,250,Deadlift,100.8,2,10,9.0,12,Above Normal,82.2
2026-11-04,26,183.2,87.4,19,7.2,3,3,1,3,541,78.7,46.4,5.0,151,450,80,Deadlift,91.0,2,10,10.9,10,Normal,64.1
2026-11-05,28,164.6,75.3,56,8.6,3,2,1,2,1032,100.9,67.7,39.7,225,1211,300,Bench Press,69.2,4,10,11.3,13,Above Normal,81.3
2026-11-06,27,185.0,72.2,13,5.7,3,3,4,6,419,41.5,51.7,5.1,44,1140,100,Bench Press,36.3,5,7,7.7,4,Below Normal,42.6
2026-11-07,36,167.3,74.4,107,6.7,4,5,3,7,478,59.6,24.1,15.9,352,1351,0,Overhead Press,46.3,5,9,9.8,10,Normal,45.1
2026-11-08,39,177.3,74.5,85,8.6,4,3,2,4,548,57.2,42.1,16.8,214,393,80,Overhead Press,39.7,4,7,7.9,6,Below Normal,66.6
2026-11-09,21,177.3,74.9,113,4.9,1,1,2,6,1088,107.8,26.6,61.2,125,1340,250,Overhead Press,36.0,4,14,12.7,10,Below Normal,65.0
2026-11-10,29,179.4,73.4,106,7.6,3,5,4,6,874,81.6,28.2,48.3,101,1167,250,Bench Press,62.3,3,9,8.2,8,Normal,54.7
2026-11-11,18,178.0,79.5,27,7.6,5,4,5,5,944,87.1,13.8,60.0,20,573,200,Squat,68.1,4,12,11.2,12,Normal,51.9
2026-11-12,30,167.4,86.5,85,9.2,3,2,5,6,720,96.9,30.7,23.3,222,590,100,Bench Press,69.0,1,8,7.0,9,Above Normal,59.1
2026-11-13,24,162.9,58.8,13,5.3,2,5,3,1,926,97.4,43.2,40.4,353,456,250,Lat Pulldown,46.5,3,8,7.7,8,Normal,36.7
2026-11-14,27,182.9,61.3,116,8.8,4,5,4,1,783,116.4,34.0,20.2,32,767,200,Barbell Row,74.0,2,6,7.5,8,Normal,59.5
2026-11-15,30,176.7,51.5,95,6.4,3,5,1,7,818,80.9,18.5,46.7,161,1356,250,Squat,109.8,5,12,9.8,9,Normal,68.6
2026-11-16,27,185.3,88.1,82,6.5,3,2,5,1,962,105.5,12.2,54.6,245,1273,150,Overhead Press,41.8,2,12,11.0,12,Normal,57.2
2026-11-17,29,174.6,79.5,120,5.7,3,5,1,6,1086,120.5,66.7,37.5,166,304,150,Bench Press,71.4,2,14,11.4,12,Normal,61.4
2026-11-18,39,162.4,83.1,102,5.8,2,5,2,3,740,87.9,39.9,25.4,241,283,300,Squat,99.0,3,8,6.1,4,Below Normal,35.1
2026-11-19,40,183.7,56.0,104,7.4,4,5,4,6,625,88.7,22.6,20.0,263,183,300,Bench Press,79.8,5,9,10.1,7,Below Normal,29.8
2026-11-20,18,171.7,101.0,13,5.8,2,3,5,5,805,112.4,41.9,20.9,349,960,150,Squat,76.3,5,5,8.6,5,Below Normal,42.5
2026-11-21,28,178.1,67.5,3,7.8,3,2,1,1,881,77.6,67.8,33.3,226,540,50,Overhead Press,28.0,3,10,11.8,13,Normal,66.3
2026-11-22,41,169.2,78.4,116,6.3,2,2,4,3,1089,123.1,44.3,46.6,262,1165,100,Barbell Row,63.1,5,11,9.8,8,Below Normal,53.3
2026-11-23,32,189.8,88.0,31,5.7,1,5,1,5,844,117.5,5.0,39.3,122,1165,150,Squat,77.6,4,10,10.3,9,Normal,60.1
2026-11-24,23,167.1,62.2,52,6.4,3,3,1,7,1062,92.9,74.8,43.5,71,376,200,Overhead Press,38.8,5,8,8.6,7,Below Normal,75.2
2026-11-25,34,172.0,68.4,6,7.4,5,5,3,6,873,105.5,7.3,46.9,54,1072,80,Lat Pulldown,45.8,5,11,14.8,15,Normal,71.7
2026-11-26,22,176.0,78.5,75,6.7,3,3,3,7,1059,109.8,31.9,54.7,57,1171,0,Barbell Row,55.8,2,7,7.3,6,Normal,52.0
2026-11-27,18,165.2,116.0,99,7.0,4,3,2,7,889,100.7,18.0,46.0,302,1482,250,Overhead Press,40.9,3,8,9.5,10,Normal,62.8
2026-11-28,35,178.0,80.2,102,7.8,3,1,5,7,1003,114.1,23.9,50.1,33,1112,300,Squat,110.4,2,10,10.8,10,Normal,62.1
2026-11-29,32,189.5,98.5,70,8.2,3,3,4,5,412,46.1,39.3,7.8,184,603,0,Overhead Press,37.7,2,11,9.9,10,Normal,50.1
2026-11-30,39,170.6,92.9,80,6.7,4,3,3,3,1094,156.7,5.0,49.7,229,1500,80,Squat,88.0,3,7,8.6,8,Normal,59.5
2026-12-01,27,178.6,81.2,62,5.9,4,1,3,4,547,66.2,33.6,16.4,249,486,100,Barbell Row,66.2,1,5,6.0,8,Above Normal,57.8
2026-12-02,41,150.3,62.2,54,7.1,4,1,3,6,928,133.6,52.2,20.5,42,1228,250,Deadlift,85.0,2,9,8.8,11,Above Normal,78.5
2026-12-03,29,174.6,90.8,67,7.5,4,3,1,3,583,77.5,22.4,20.4,313,629,250,Lat Pulldown,67.1,5,9,8.1,7,Normal,64.1
2026-12-04,38,172.2,55.0,113,5.4,2,2,4,6,639,69.9,14.1,33.7,169,1409,80,Bench Press,70.5,1,14,14.7,14,Normal,48.9
2026-12-05,20,167.6,98.4,31,6.0,3,4,4,5,886,104.9,32.9,37.2,26,1195,80,Deadlift,100.7,4,18,16.2,17,Normal,43.5
2026-12-06,20,184.7,78.8,57,6.2,2,3,3,2,710,79.4,29.9,30.3,65,940,100,Barbell Row,55.5,4,8,10.4,8,Below Normal,57.0
2026-12-07,39,172.1,45.0,73,6.8,2,3,3,7,859,119.6,26.1,30.7,313,400,50,Overhead Press,41.5,2,5,7.0,3,Below Normal,53.4
2026-12-08,41,173.4,71.2,69,6.2,2,1,5,6,317,31.5,17.2,13.6,341,364,100,Deadlift,105.2,3,10,12.3,8,Below Normal,35.6
2026-12-09,44,171.6,85.2,4,7.8,3,3,4,5,959,140.0,42.8,25.3,276,1427,80,Barbell Row,47.4,5,6,8.0,4,Below Normal,62.3
2026-12-10,27,157.7,72.7,35,5.2,2,3,2,2,597,73.9,43.9,14.0,133,1223,0,Barbell Row,48.6,5,10,9.1,9,Normal,67.4
2026-12-11,18,164.8,86.0,78,5.3,1,3,1,2,921,115.8,19.0,42.4,342,818,200,Squat,85.9,5,7,8.9,9,Normal,47.5
2026-12-12,45,183.6,64.1,84,6.6,3,2,5,6,492,58.9,21.1,19.1,114,1329,250,Overhead Press,51.1,4,7,9.2,5,Below Normal,54.6
2026-12-13,34,156.0,57.7,89,6.8,3,1,4,1,757,92.5,37.0,26.6,99,1197,80,Deadlift,118.2,5,10,9.6,8,Below Normal,74.1
2026-12-14,24,168.1,75.0,119,5.4,1,5,4,4,750,96.9,20.5,31.2,280,643,100,Overhead Press,44.0,2,8,7.2,6,Normal,31.4
2026-12-15,39,171.4,76.4,81,6.3,2,5,2,5,369,47.4,37.7,5.0,129,1258,100,Squat,76.7,4,10,8.7,10,Normal,56.5
2026-12-16,43,190.7,71.1,70,6.6,3,5,1,2,653,65.9,57.0,17.9,197,1215,0,Squat,109.2,4,14,13.0,12,Normal,63.5
2026-12-17,25,181.9,93.2,40,6.6,2,2,3,7,790,97.9,34.1,29.1,245,770,150,Barbell Row,48.6,5,9,10.4,9,Normal,56.4
2026-12-18,39,170.0,64.1,45,7.2,4,4,4,4,961,105.4,16.8,52.5,76,127,100,Barbell Row,66.4,2,11,10.8,10,Normal,46.2
2026-12-19,40,186.7,80.4,100,6.3,1,1,2,1,1004,127.8,40.9,36.6,335,1138,300,Lat Pulldown,64.4,5,6,4.9,7,Above Normal,61.6
2026-12-20,32,168.3,77.0,57,8.6,2,5,3,3,577,70.2,32.3,18.6,76,575,80,Barbell Row,57.2,3,12,12.9,12,Normal,54.7
2026-12-21,35,184.1,54.2,86,7.5,3,1,5,3,797,78.7,32.7,39.0,358,610,250,Lat Pulldown,59.4,1,9,8.8,10,Normal,61.1
2026-12-22,25,162.8,57.5,15,6.1,3,3,2,2,398,53.1,42.1,5.0,114,1099,100,Lat Pulldown,53.1,4,11,13.3,13,Normal,70.7
2026-12-23,44,184.7,76.2,16,7.1,3,5,2,7,1012,117.5,45.4,40.0,162,1236,50,Lat Pulldown,31.1,5,10,10.9,9,Below Normal,60.3
2026-12-24,45,171.3,103.7,26,7.1,3,4,2,3,988,120.5,35.5,40.4,106,223,80,Deadlift,91.2,3,10,9.1,11,Above Normal,70.5
2026-12-25,45,165.7,84.1,24,8.3,3,5,5,4,1100,142.5,34.1,43.7,203,1254,300,Deadlift,85.2,3,9,6.3,5,Normal,53.2
2026-12-26,38,173.0,51.8,73,6.3,3,3,3,4,663,85.1,66.0,6.5,20,510,80,Squat,88.1,5,18,15.9,12,Below Normal,48.1
2026-12-27,19,177.5,45.0,77,7.8,3,1,5,2,555,74.5,53.0,5.0,78,893,250,Overhead Press,41.6,5,13,12.5,12,Normal,66.7
2026-12-28,28,170.5,86.3,67,7.0,4,1,5,4,894,89.8,47.5,38.3,197,1316,200,Squat,85.3,3,13,12.7,14,Normal,68.4
2026-12-29,30,180.0,74.7,35,8.6,4,1,3,3,865,81.7,37.0,43.4,256,405,200,Squat,77.8,4,15,15.0,14,Normal,62.0
2026-12-30,44,169.8,92.0,70,8.4,4,1,1,1,430,55.6,19.9,14.2,348,409,250,Overhead Press,39.6,4,9,11.1,11,Normal,81.0
2026-12-31,33,180.6,63.7,15,7.2,5,3,2,3,709,72.5,51.9,23.5,305,1459,150,Deadlift,70.7,4,13,13.9,12,Below Normal,77.5
2027-01-01,33,179.0,80.9,57,6.7,3,1,3,5,797,75.4,37.2,38.5,334,622,150,Squat,88.2,4,8,9.3,9,Normal,59.6
2027-01-02,22,174.5,87.8,19,7.6,4,1,2,1,637,61.0,26.3,32.0,292,1426,0,Lat Pulldown,46.5,2,13,12.3,14,Above Normal,77.3
2027-01-03,40,171.0,69.7,10,6.8,3,3,1,6,565,60.5,31.4,21.9,284,600,200,Barbell Row,41.6,2,10,8.9,9,Normal,61.6
2027-01-04,27,176.4,70.0,20,8.8,4,4,5,5,454,67.9,20.5,11.2,137,968,200,Bench Press,62.3,1,10,9.2,10,Normal,60.4
2027-01-05,20,180.0,76.4,14,7.1,3,4,2,3,600,58.4,50.9,18.1,328,814,0,Bench Press,57.2,5,13,10.7,8,Below Normal,48.5
2027-01-06,45,193.6,83.6,58,6.6,3,1,4,5,459,48.7,45.2,9.3,348,1478,150,Squat,93.3,2,7,7.3,6,Normal,60.6
2027-01-07,23,183.5,75.8,66,6.5,3,5,5,3,505,73.2,37.7,6.8,195,870,150,Lat Pulldown,59.0,4,10,11.3,8,Below Normal,32.1
2027-01-08,18,183.8,89.6,73,5.7,2,3,3,5,407,60.1,34.4,5.0,61,804,80,Lat Pulldown,55.4,4,10,9.7,9,Normal,44.9
2027-01-09,20,202.8,69.5,53,7.6,4,2,4,2,570,58.0,24.8,26.5,34,753,0,Bench Press,68.1,4,4,5.5,5,Normal,57.0
2027-01-10,30,179.6,57.4,22,6.1,4,2,1,5,787,112.2,5.0,35.4,188,626,0,Lat Pulldown,51.7,5,10,9.4,8,Normal,64.5
2027-01-11,20,179.4,103.7,3,8.2,5,5,4,1,571,54.9,13.8,32.9,236,716,50,Bench Press,50.8,5,9,9.6,8,Below Normal,47.7
2027-01-12,41,181.3,67.5,86,5.6,3,3,5,1,370,50.0,23.9,8.3,209,745,50,Deadlift,108.4,1,12,12.6,13,Normal,36.0
2027-01-13,32,165.9,68.0,118,7.1,4,2,5,2,931,82.2,21.6,57.3,325,1169,50,Barbell Row,71.2,5,12,11.2,10,Normal,61.2
2027-01-14,27,171.0,75.1,34,8.3,3,3,1,2,617,69.7,39.3,20.1,202,164,150,Bench Press,58.5,2,13,14.1,15,Normal,65.0
2027-01-15,18,170.4,76.9,25,4.6,2,1,2,4,746,76.8,47.2,27.8,245,801,100,Bench Press,57.5,4,13,11.8,10,Below Normal,47.1
2027-01-16,31,180.8,70.6,38,9.2,5,1,1,2,695,91.4,33.1,21.9,278,869,0,Deadlift,93.5,4,7,9.1,9,Normal,93.7
2027-01-17,22,173.4,75.8,26,6.5,4,2,5,2,680,60.2,56.1,23.9,325,1155,0,Overhead Press,30.1,1,11,10.4,11,Normal,54.7
2027-01-18,45,176.2,75.4,27,7.2,2,2,2,1,622,72.5,23.3,26.5,227,1033,200,Barbell Row,58.0,2,9,9.6,12,Above Normal,74.4
2027-01-19,26,184.8,78.4,60,7.6,3,2,3,7,893,117.0,33.0,32.6,210,705,300,Barbell Row,49.7,5,13,11.7,12,Normal,69.0
2027-01-20,31,182.8,45.0,95,7.8,5,1,3,6,977,88.3,34.2,54.1,46,253,250,Bench Press,63.2,1,9,10.6,12,Normal,65.9
2027-01-21,18,173.5,102.3,86,7.3,3,4,4,2,1019,146.3,51.4,25.4,239,621,250,Bench Press,57.8,2,7,8.9,8,Normal,55.0
2027-01-22,21,169.0,73.9,116,8.1,5,1,5,1,627,69.0,36.6,22.7,81,458,80,Lat Pulldown,57.7,1,12,10.5,11,Normal,73.1
2027-01-23,23,185.2,84.1,43,7.6,3,2,2,6,540,52.8,37.0,20.1,145,385,200,Squat,91.0,1,11,11.7,13,Normal,64.5
2027-01-24,19,182.0,56.7,60,8.9,4,5,4,5,320,32.5,10.2,16.6,201,1110,0,Barbell Row,65.8,4,8,8.0,8,Normal,53.6
2027-01-25,38,160.5,69.4,46,7.6,3,1,2,7,626,68.0,21.5,29.8,48,769,50,Overhead Press,35.3,5,10,11.3,13,Above Normal,80.0
2027-01-26,44,172.2,66.6,6,9.2,5,2,1,2,1094,109.3,51.4,50.1,256,1211,50,Bench Press,49.9,3,8,6.6,6,Normal,100.0
2027-01-27,45,176.5,96.6,47,8.0,5,3,1,3,471,56.2,5.0,25.1,115,293,50,Lat Pulldown,49.2,2,14,13.3,17,Above Normal,75.5
2027-01-28,25,182.0,67.8,32,5.0,1,2,2,1,969,123.1,55.1,28.5,195,1481,80,Bench Press,46.4,5,12,11.8,11,Normal,53.3
2027-01-29,40,183.2,86.6,58,9.9,4,2,3,3,893,102.3,42.5,34.9,139,763,0,Deadlift,131.2,2,13,14.6,17,Above Normal,88.1
2027-01-30,32,177.6,66.9,19,6.4,3,1,4,2,811,92.6,23.8,38.4,141,454,250,Overhead Press,36.3,2,8,7.7,5,Below Normal,53.6
2027-01-31,19,180.3,69.7,89,8.6,4,3,5,1,731,99.7,22.5,26.9,154,608,200,Deadlift,122.8,3,12,13.3,12,Normal,57.9
2027-02-01,20,175.6,72.6,102,7.0,3,4,3,4,893,94.9,63.4,28.9,37,1278,200,Lat Pulldown,55.5,1,12,12.8,14,Normal,56.7
2027-02-02,33,168.9,94.0,116,8.2,4,3,3,7,333,42.1,56.2,5.0,86,1094,50,Overhead Press,46.1,2,8,10.0,9,Normal,75.3
2027-02-03,29,172.6,49.5,11,6.2,3,5,1,5,359,51.4,33.2,5.0,287,341,250,Barbell Row,41.0,4,9,9.6,4,Below Normal,37.5
2027-02-04,18,175.2,57.6,15,7.7,3,4,5,6,416,42.2,37.0,11.0,61,1487,0,Barbell Row,46.3,4,9,7.8,7,Normal,53.0
2027-02-05,44,174.7,48.7,116,6.7,3,4,2,6,901,113.7,25.3,38.3,189,283,300,Deadlift,135.0,5,7,7.1,6,Normal,55.2
2027-02-06,38,158.0,60.8,102,8.7,3,3,4,7,617,90.5,37.0,11.9,67,485,200,Bench Press,70.1,4,8,8.6,10,Normal,64.8
2027-02-07,32,171.4,64.6,71,7.5,3,4,4,1,426,51.4,24.9,13.4,203,1121,50,Lat Pulldown,45.2,2,8,7.4,7,Normal,50.1
2027-02-08,45,175.5,53.4,39,8.0,4,3,5,2,288,42.8,33.8,5.0,239,842,50,Barbell Row,65.0,4,15,14.5,13,Normal,54.8
2027-02-09,45,172.5,65.7,63,4.6,2,5,5,5,666,71.2,62.2,14.7,179,724,200,Squat,89.1,5,7,6.7,5,Below Normal,31.4
2027-02-10,45,172.8,47.8,65,6.9,2,3,4,6,589,72.3,33.6,18.4,283,1397,250,Deadlift,112.6,4,11,10.9,10,Normal,40.2
2027-02-11,25,179.4,61.7,102,7.5,3,3,4,6,401,42.9,19.3,16.9,110,1212,100,Deadlift,117.5,4,10,11.6,9,Below Normal,57.5
2027-02-12,42,165.3,92.8,64,7.2,2,1,1,6,269,23.6,14.5,13.0,210,1447,0,Bench Press,51.1,3,12,11.4,13,Above Normal,64.0
2027-02-13,32,160.3,81.7,4,8.1,4,5,1,3,891,133.5,36.9,23.3,114,495,100,Overhead Press,28.4,5,9,11.6,10,Below Normal,73.1
2027-02-14,38,171.9,78.6,84,6.6,1,3,3,3,913,93.6,23.6,49.4,193,1291,100,Squat,90.8,2,14,12.9,13,Normal,57.1
2027-02-15,42,181.9,62.0,94,7.1,2,4,4,1,459,68.1,38.7,5.0,41,398,80,Lat Pulldown,65.2,3,8,9.4,8,Normal,41.3
2027-02-16,22,190.2,54.5,36,8.3,2,4,4,3,670,86.0,10.7,31.5,111,1229,300,Lat Pulldown,51.8,2,12,10.7,12,Normal,53.1
2027-02-17,30,182.0,60.1,14,4.5,2,1,2,2,465,67.0,45.4,5.0,261,868,80,Lat Pulldown,45.5,1,6,9.8,9,Normal,50.7
2027-02-18,21,161.8,75.4,18,7.6,2,4,3,7,597,88.3,19.1,18.6,285,937,50,Deadlift,95.4,4,16,13.8,12,Below Normal,58.4
2027-02-19,25,172.9,88.2,101,6.6,3,3,5,1,342,42.1,35.7,5.0,112,261,200,Squat,122.7,1,13,15.7,12,Below Normal,40.9
2027-02-20,29,177.3,88.6,54,6.0,4,2,1,3,1055,158.2,29.9,33.6,108,1331,150,Lat Pulldown,53.3,2,6,7.5,9,Normal,89.3
2027-02-21,41,176.6,84.8,64,7.4,5,2,2,7,863,116.9,60.8,16.9,121,490,150,Lat Pulldown,60.2,4,6,5.4,8,Above Normal,90.6
2027-02-22,42,179.9,65.7,116,8.4,2,4,5,7,1016,122.2,37.6,41.9,115,937,150,Deadlift,137.9,2,13,11.9,13,Normal,64.6
2027-02-23,28,166.7,76.3,8,8.1,4,1,1,3,501,64.3,64.2,5.0,358,332,80,Barbell Row,34.0,5,13,13.2,13,Normal,78.1
2027-02-24,27,175.6,71.5,25,6.9,2,4,2,4,992,98.8,43.4,47.0,242,1397,80,Bench Press,51.3,1,17,15.4,17,Above Normal,63.0
2027-02-25,32,178.8,73.2,100,8.0,3,5,3,4,691,60.9,56.4,24.6,151,548,0,Barbell Row,60.0,3,11,12.3,12,Normal,51.9
2027-02-26,43,182.4,104.5,65,8.0,3,1,4,6,418,43.3,31.9,13.0,177,1168,50,Bench Press,64.9,1,13,14.0,14,Normal,85.0
2027-02-27,45,167.7,51.3,4,6.9,4,1,2,6,532,61.0,40.2,14.1,194,1172,150,Bench Press,42.2,1,14,14.7,17,Above Normal,74.8
2027-02-28,24,171.9,72.7,85,6.2,3,1,4,4,940,95.6,53.3,38.3,208,870,100,Overhead Press,45.2,4,13,14.2,14,Normal,62.4
2027-03-01,23,150.7,93.0,17,6.3,2,4,2,3,909,108.7,48.6,31.1,151,269,200,Bench Press,56.0,1,10,12.7,12,Normal,53.4
2027-03-02,37,169.4,55.5,94,7.9,4,5,2,3,862,110.9,43.0,27.4,352,492,250,Bench Press,81.2,5,7,7.3,7,Normal,63.2
2027-03-03,26,170.3,67.0,96,7.0,1,5,3,5,442,56.8,30.1,10.5,118,957,150,Bench Press,85.4,3,10,10.5,7,Below Normal,51.0
2027-03-04,23,165.8,68.6,99,5.8,2,1,1,6,801,114.8,32.6,23.5,165,850,0,Deadlift,97.8,3,13,11.3,12,Normal,68.4
2027-03-05,18,176.5,72.9,56,5.1,1,3,4,1,1050,155.3,52.1,24.5,21,919,0,Lat Pulldown,43.9,5,8,10.3,7,Below Normal,30.9
2027-03-06,29,174.5,53.7,33,7.9,4,1,4,6,291,41.7,55.2,5.0,187,449,50,Bench Press,73.6,2,9,10.4,12,Above Normal,59.4
2027-03-07,28,154.7,84.3,106,6.4,3,2,5,4,523,66.0,26.1,17.2,311,853,80,Overhead Press,51.2,2,16,14.4,14,Normal,51.6
2027-03-08,33,176.9,85.3,68,7.4,3,2,2,2,318,31.9,23.8,10.6,360,219,0,Lat Pulldown,55.5,3,9,8.6,9,Normal,44.7
2027-03-09,23,166.6,83.1,77,8.4,4,4,2,1,338,49.5,21.4,6.0,181,778,250,Bench Press,66.6,4,13,12.5,12,Normal,63.1
2027-03-10,38,179.4,63.8,17,5.6,2,5,5,3,1099,108.2,47.4,53.0,67,228,80,Bench Press,49.8,5,12,11.3,6,Below Normal,38.8
2027-03-11,37,163.5,77.2,75,7.0,3,5,1,2,454,44.0,21.1,21.5,265,1030,200,Barbell Row,46.7,3,9,8.4,7,Normal,50.8
2027-03-12,30,175.3,63.4,70,6.8,3,1,3,1,402,43.2,47.3,5.0,238,894,50,Lat Pulldown,49.5,2,11,7.8,9,Normal,66.8
2027-03-13,23,172.5,71.3,36,7.4,3,2,3,3,312,38.5,43.2,5.0,346,1293,0,Overhead Press,33.5,5,6,6.2,5,Normal,52.6
2027-03-14,32,177.7,106.1,93,8.4,4,2,3,6,1084,141.0,26.8,45.9,192,747,50,Lat Pulldown,54.7,3,10,11.7,12,Normal,69.9
2027-03-15,36,176.1,77.3,17,5.5,3,2,3,6,648,57.2,58.5,20.6,20,327,100,Bench Press,46.6,5,11,10.3,8,Below Normal,44.8
2027-03-16,28,172.7,59.4,87,7.6,3,2,4,2,923,125.6,13.1,40.9,327,429,100,Deadlift,152.8,3,8,8.4,8,Normal,67.1
2027-03-17,25,161.2,78.5,116,8.1,4,4,1,5,462,45.5,59.9,5.0,250,1240,100,Lat Pulldown,63.1,1,6,5.8,6,Normal,68.1
2027-03-18,32,161.7,57.1,69,6.8,4,4,5,4,795,84.3,39.8,33.2,292,1442,300,Squat,91.8,5,12,11.6,7,Below Normal,36.4
2027-03-19,27,169.7,59.2,13,6.8,2,5,5,6,1004,108.1,5.0,61.3,60,186,200,Lat Pulldown,42.7,4,9,10.1,7,Below Normal,30.9
2027-03-20,29,174.9,61.4,67,7.5,5,4,1,2,821,88.9,58.9,25.5,175,1047,200,Deadlift,115.3,2,8,8.7,9,Normal,89.0
2027-03-21,27,169.5,69.8,64,7.4,2,2,5,1,690,93.2,49.6,13.2,176,775,0,Lat Pulldown,50.1,5,9,8.1,8,Normal,47.7
2027-03-22,26,180.6,89.1,67,7.6,3,1,2,3,429,38.6,28.6,17.8,111,461,100,Deadlift,123.8,1,9,9.9,9,Normal,79.8
2027-03-23,38,172.5,84.1,33,7.6,3,2,1,7,448,44.7,20.5,20.8,308,816,150,Squat,79.4,5,13,11.7,12,Normal,70.2
2027-03-24,30,166.3,83.3,76,5.9,4,4,2,4,757,67.3,11.5,49.1,84,1411,150,Squat,77.4,3,8,9.7,12,Above Normal,65.9
2027-03-25,31,172.5,60.6,32,8.1,3,5,4,1,634,86.3,71.2,5.0,44,376,300,Squat,74.0,3,6,7.5,6,Below Normal,42.9
2027-03-26,36,177.0,68.4,67,8.3,3,2,5,7,289,43.1,21.1,5.0,99,1272,100,Lat Pulldown,52.7,1,13,10.4,12,Above Normal,61.1
2027-03-27,28,177.9,79.8,72,7.2,3,1,4,6,416,53.5,16.0,15.3,357,225,80,Bench Press,63.3,1,11,13.1,13,Normal,52.4
2027-03-28,20,191.9,67.2,78,5.4,2,1,5,4,617,76.7,39.0,17.1,58,1109,300,Bench Press,70.7,4,11,10.6,9,Below Normal,35.4
2027-03-29,41,169.0,72.1,96,6.9,3,1,2,6,402,58.0,10.4,14.3,218,204,80,Bench Press,76.9,3,13,10.7,11,Normal,67.1
2027-03-30,19,174.3,82.2,106,7.2,3,4,5,2,721,74.6,20.3,37.9,82,185,150,Bench Press,78.8,1,10,9.7,8,Below Normal,39.9
2027-03-31,34,178.8,71.1,94,5.7,1,3,4,5,505,46.3,49.9,13.4,154,152,0,Lat Pulldown,62.5,4,10,8.3,7,Normal,35.1
2027-04-01,25,174.8,79.2,96,6.6,3,4,1,7,498,59.4,42.0,10.3,208,1227,50,Deadlift,122.2,4,9,8.2,5,Below Normal,55.8
2027-04-02,23,170.5,98.3,105,5.4,2,1,1,4,342,35.5,29.2,9.2,26,903,0,Barbell Row,50.6,2,6,6.3,7,Normal,53.3
2027-04-03,19,161.1,73.6,30,7.7,4,3,2,1,678,78.4,35.3,24.8,102,1067,100,Bench Press,58.6,4,13,13.5,13,Normal,77.8
2027-04-04,43,170.4,92.5,36,7.2,4,1,1,6,410,47.6,28.4,11.8,220,317,300,Overhead Press,36.0,5,8,11.7,11,Normal,83.0
2027-04-05,30,165.3,83.8,64,5.2,2,2,2,6,786,84.4,34.1,34.7,24,1390,0,Deadlift,93.8,3,10,10.7,9,Below Normal,52.0
2027-04-06,27,159.5,55.5,56,7.4,4,4,5,6,1048,123.6,23.6,51.0,188,1232,300,Deadlift,106.1,2,12,11.2,13,Above Normal,47.2
